track_id,filename,sweep_idx,sweep_angle,count_scaling,n_roost_pixels,n_overthresh_pixels,n_animals
3,KTLX20220131_131003_V06,6,4.482,1.200,947,0,0.044
3,KTLX20220131_131940_V06,0,0.483,1.200,9788,362,6388.398
3,KTLX20220131_131940_V06,2,1.494,1.200,9793,0,3.094
3,KTLX20220131_131940_V06,4,2.505,1.200,4906,0,0.331
3,KTLX20220131_131940_V06,5,3.516,1.200,4908,0,0.235
3,KTLX20220131_131940_V06,6,4.482,1.200,4916,0,0.214
3,KTLX20220131_132916_V06,0,0.483,1.200,29649,51,2572.645
3,KTLX20220131_132916_V06,2,1.494,1.200,29662,0,3.380
3,KTLX20220131_132916_V06,4,2.505,1.200,14842,0,0.511
3,KTLX20220131_132916_V06,5,3.516,1.200,14852,0,0.624
3,KTLX20220131_132916_V06,6,4.482,1.200,14875,0,0.493
1,KTLX20220131_130026_V06,0,0.483,1.200,52,0,8.599
1,KTLX20220131_130026_V06,2,1.494,1.200,52,0,0.003
1,KTLX20220131_130026_V06,4,2.505,1.200,28,0,0.003
1,KTLX20220131_130026_V06,5,3.516,1.200,28,0,0.003
1,KTLX20220201_132040_V06,0,0.483,1.200,5952,795,7986.723
1,KTLX20220201_132040_V06,2,0.879,1.200,5956,192,6089.530
1,KTLX20220201_132040_V06,4,1.318,1.200,5960,0,169.163
1,KTLX20220201_132040_V06,6,1.802,1.200,2976,0,1.884
1,KTLX20220201_132040_V06,7,2.417,1.200,2979,0,0.181
1,KTLX20220201_132040_V06,8,3.120,1.200,2980,0,0.113
1,KTLX20220201_132040_V06,9,3.999,1.200,2982,0,0.095
1,KTLX20220201_132040_V06,10,5.098,1.200,2993,0,0.137
1,KTLX20220201_132040_V06,11,6.416,1.200,2998,0,0.143
1,KTLX20220201_132722_V06,0,0.483,1.200,17309,343,17093.380
1,KTLX20220201_132722_V06,2,0.879,1.200,17310,1,1594.472
1,KTLX20220201_132722_V06,4,1.318,1.200,17316,0,30.221
1,KTLX20220201_132722_V06,6,1.802,1.200,8657,0,0.969
1,KTLX20220201_132722_V06,7,2.417,1.200,8660,0,0.595
1,KTLX20220201_132722_V06,8,3.120,1.200,8665,0,0.441
1,KTLX20220201_132722_V06,9,3.999,1.200,8678,0,0.327
1,KTLX20220201_132722_V06,10,5.098,1.200,8694,0,0.343
1,KTLX20220201_132722_V06,11,6.416,1.200,8716,0,0.332
1,KTLX20220201_133412_V06,0,0.483,1.200,25622,14,3968.269
1,KTLX20220201_133412_V06,2,0.879,1.200,25628,0,321.840
