track_id,filename,from_sunrise,det_score,x,y,r,lon,lat,radius,geo_dist,local_time
1,KDAX20200830_132838_V06,-6.232,0.421,375.498,57.540,14.460,-121.237,39.592,7229.946,126971.505,20200830_062838
3,KDAX20200831_142840_V06,52.926,0.080,279.587,379.926,14.680,-121.793,38.141,7340.136,41245.753,20200831_072840
3,KDAX20200831_143537_V06,59.876,0.420,280.090,381.216,20.914,-121.790,38.135,10457.164,41810.529,20200831_073537
1,KDAX20200831_140053_V06,25.143,0.095,210.090,96.904,8.276,-122.199,39.415,4138.096,111053.983,20200831_070053
2,KDAX20200831_140053_V06,25.143,0.076,401.101,396.246,23.614,-121.101,38.066,11806.856,69793.694,20200831_070053
2,KDAX20200901_145146_V06,75.152,0.138,129.703,459.182,47.190,-122.643,37.780,23595.118,116554.474,20200901_075146
1,KDAX20200902_133156_V06,-5.554,0.209,139.142,430.295,8.128,-122.591,37.911,4063.784,103503.617,20200902_063156
3,KDAX20200902_133855_V06,1.429,0.079,494.509,126.233,31.261,-120.550,39.278,15630.295,130411.483,20200902_063855
4,KDAX20200902_134553_V06,8.396,0.057,473.688,395.193,28.155,-120.687,38.068,14077.438,99032.116,20200902_064553
1,KDAX20200905_132539_V06,-14.452,0.084,306.619,421.907,18.864,-121.639,37.952,9431.862,61043.229,20200905_062539
1,KDAX20200905_133235_V06,-7.519,0.058,305.624,421.906,25.865,-121.645,37.952,12932.601,61017.928,20200905_063235
2,KDAX20200907_134135_V06,-0.261,0.073,111.720,110.980,6.767,-122.769,39.347,3383.653,133395.796,20200907_064135
2,KDAX20200907_140045_V06,18.906,0.073,113.235,111.203,14.649,-122.760,39.346,7324.685,132782.882,20200907_070045
1,KDAX20200907_132224_V06,-19.444,0.067,325.861,395.197,6.963,-121.529,38.072,3481.680,49323.474,20200907_062224
1,KDAX20200908_131856_V06,-23.782,0.208,279.352,382.149,13.753,-121.794,38.131,6876.379,42352.255,20200908_061856
3,KDAX20200908_144525_V06,62.701,0.060,277.858,381.896,13.605,-121.803,38.132,6802.605,42418.089,20200908_074525
