filename,local_time
KDAX20200126_163029_V06,20200126_083029
KDAX20200126_163508_V06,20200126_083508
KDAX20200126_163947_V06,20200126_083947
KDAX20200126_164426_V06,20200126_084426
KDAX20200127_150216_V06,20200127_070216
KDAX20200127_151153_V06,20200127_071153
KDAX20200127_152130_V06,20200127_072130
KDAX20200127_153259_V06,20200127_073259
KDAX20200127_154236_V06,20200127_074236
KDAX20200127_160149_V06,20200127_080149
KDAX20200127_161125_V06,20200127_081125
KDAX20200127_162102_V06,20200127_082102
KDAX20200127_163038_V06,20200127_083038
KDAX20200127_164015_V06,20200127_084015
KDAX20200128_144833_V06,20200128_064833
KDAX20200128_145312_V06,20200128_065312
KDAX20200128_150230_V06,20200128_070230
KDAX20200128_150708_V06,20200128_070708
KDAX20200128_151147_V06,20200128_071147
KDAX20200128_151626_V06,20200128_071626
KDAX20200128_152105_V06,20200128_072105
KDAX20200128_152544_V06,20200128_072544
KDAX20200128_153022_V06,20200128_073022
KDAX20200128_153502_V06,20200128_073502
KDAX20200128_154149_V06,20200128_074149
KDAX20200128_154628_V06,20200128_074628
KDAX20200128_155106_V06,20200128_075106
KDAX20200128_160024_V06,20200128_080024
KDAX20200128_160503_V06,20200128_080503
KDAX20200128_160941_V06,20200128_080941
KDAX20200128_161420_V06,20200128_081420
KDAX20200128_161859_V06,20200128_081859
KDAX20200128_162338_V06,20200128_082338
KDAX20200128_162817_V06,20200128_082817
KDAX20200128_163255_V06,20200128_083255
KDAX20200128_163734_V06,20200128_083734
KDAX20200128_164213_V06,20200128_084213
KDAX20200129_144610_V06,20200129_064610
KDAX20200129_150523_V06,20200129_070523
KDAX20200129_151500_V06,20200129_071500
KDAX20200129_152436_V06,20200129_072436
KDAX20200129_153413_V06,20200129_073413
KDAX20200129_154551_V06,20200129_074551
KDAX20200129_160503_V06,20200129_080503
KDAX20200129_161440_V06,20200129_081440
KDAX20200129_162416_V06,20200129_082416
KDAX20200129_163353_V06,20200129_083353
KDAX20200129_164329_V06,20200129_084329
KDAX20200130_144458_V06,20200130_064458
KDAX20200130_150411_V06,20200130_070411
KDAX20200130_151347_V06,20200130_071347
KDAX20200130_152324_V06,20200130_072324
KDAX20200130_153300_V06,20200130_073300
KDAX20200130_154237_V06,20200130_074237
KDAX20200130_160151_V06,20200130_080151
KDAX20200130_161128_V06,20200130_081128
KDAX20200130_162105_V06,20200130_082105
KDAX20200130_163042_V06,20200130_083042
KDAX20200130_164018_V06,20200130_084018
KDAX20200131_150205_V06,20200131_070205
KDAX20200131_151142_V06,20200131_071142
KDAX20200131_152119_V06,20200131_072119
KDAX20200131_153055_V06,20200131_073055
KDAX20200131_154032_V06,20200131_074032
KDAX20200131_155008_V06,20200131_075008
KDAX20200131_160921_V06,20200131_080921
KDAX20200131_161858_V06,20200131_081858
KDAX20200131_162835_V06,20200131_082835
KDAX20200131_163811_V06,20200131_083811
KDAX20200201_145003_V06,20200201_065003
KDAX20200201_150916_V06,20200201_070916
KDAX20200201_151852_V06,20200201_071852
KDAX20200201_152829_V06,20200201_072829
KDAX20200201_153805_V06,20200201_073805
KDAX20200201_154742_V06,20200201_074742
KDAX20200201_160655_V06,20200201_080655
KDAX20200201_161632_V06,20200201_081632
KDAX20200201_162607_V06,20200201_082607
KDAX20200201_163545_V06,20200201_083545
KDAX20200202_144557_V06,20200202_064557
KDAX20200202_145036_V06,20200202_065036
KDAX20200202_145515_V06,20200202_065515
KDAX20200202_150433_V06,20200202_070433
KDAX20200202_150911_V06,20200202_070911
KDAX20200202_151350_V06,20200202_071350
KDAX20200202_151829_V06,20200202_071829
KDAX20200202_152308_V06,20200202_072308
KDAX20200202_152747_V06,20200202_072747
KDAX20200202_153225_V06,20200202_073225
KDAX20200202_153704_V06,20200202_073704
KDAX20200202_154143_V06,20200202_074143
KDAX20200202_154622_V06,20200202_074622
KDAX20200202_155100_V06,20200202_075100
KDAX20200202_160018_V06,20200202_080018
KDAX20200202_160457_V06,20200202_080457
KDAX20200202_160936_V06,20200202_080936
KDAX20200202_161414_V06,20200202_081414
KDAX20200202_161853_V06,20200202_081853
KDAX20200202_162333_V06,20200202_082333
KDAX20200202_162812_V06,20200202_082812
KDAX20200202_163250_V06,20200202_083250
KDAX20200202_163729_V06,20200202_083729
KDAX20200203_144857_V06,20200203_064857
KDAX20200203_150810_V06,20200203_070810
KDAX20200203_151747_V06,20200203_071747
KDAX20200203_152723_V06,20200203_072723
KDAX20200203_153701_V06,20200203_073701
KDAX20200203_154638_V06,20200203_074638
KDAX20200203_160552_V06,20200203_080552
KDAX20200203_161529_V06,20200203_081529
KDAX20200203_162506_V06,20200203_082506
KDAX20200203_163442_V06,20200203_083442
KDAX20200204_144727_V06,20200204_064727
KDAX20200204_150640_V06,20200204_070640
KDAX20200204_151617_V06,20200204_071617
KDAX20200204_152554_V06,20200204_072554
KDAX20200204_153531_V06,20200204_073531
KDAX20200204_154508_V06,20200204_074508
KDAX20200204_160421_V06,20200204_080421
KDAX20200204_161359_V06,20200204_081359
KDAX20200204_162335_V06,20200204_082335
KDAX20200204_163313_V06,20200204_083313
KDAX20200205_143906_V06,20200205_063906
